Datetime,RTU_COMP_WATT,RTU_LA_COND_TEMP,RTU_MA_HUM,RTU_MA_TEMP,RTU_OA_HUM,RTU_OA_TEMP,RTU_RA_HUM,RTU_RA_TEMP,RTU_REFG_COND_TEMP_1,RTU_REFG_COND_TEMP_2,RTU_REFG_DISC_PRES_1,RTU_REFG_DISC_PRES_2,RTU_REFG_DISC_TEMP_1,RTU_REFG_DISC_TEMP_2,RTU_REFG_SUCT_PRES_1,RTU_REFG_SUCT_PRES_2,RTU_REFG_SUCT_TEMP_1,RTU_REFG_SUCT_TEMP_2,RTU_SA_FAN_WATT,RTU_SA_FLOW,RTU_SA_HUM,RTU_SA_TEMP,RTU_TOT_WATT,ZA_HUM,ZA_TEMP,Target
2020-06-02 14:50:00,31.0,0.026072686999999997,0.044423298,0.022312704,0.045510204,0.022105539,0.044860565,0.024958735,0.023481234,0.023693628,8.562659,8.36583,0.024171274,0.024064283,8.577199,8.398393,0.024822069,0.024569113,1693.000122,3078.221436,0.043435131,0.025076216,1782.000122,-0.014803084999999999,0.023161497,1
2020-06-02 14:51:00,1051.0,0.026145544,0.04392989,0.022303734,0.045052265,0.022060923,0.044743893,0.024954077,0.023512467999999998,0.023831062,9.4087,8.356851,0.026256844999999997,0.024045542,7.972251,8.388618,0.023787041,0.024536733999999998,1696.000122,3088.640381,0.043066986,0.025076216,3006.000244,-0.014803084999999999,0.023130379000000003,1
2020-06-02 14:52:00,263.000031,0.027305101000000002,0.044143784,0.022279823,0.04505481,0.022034742000000003,0.044670592999999995,0.024863256,0.02274201,0.022404673,9.623775,8.179231,0.041281135999999996,0.023943506,7.036695,8.21372,0.020484777000000003,0.024447693,1701.000122,3202.190186,0.043789043,0.024072465999999997,2060.0,-0.014803084999999999,0.02312417,1
2020-06-02 14:54:00,1203.0,0.026867989999999998,0.043759068,0.022311714,0.044459716999999996,0.022000298999999997,0.044616275999999996,0.024846956,0.022785738,0.022975232999999998,10.292778,8.170032,0.040408852,0.023960166999999997,6.931732,8.200996,0.019928796999999998,0.024459833,1699.000122,3089.519531,0.044044117,0.024449746999999997,3197.0,-0.014803084999999999,0.023120466,1
2020-06-02 15:02:00,525.000061,0.026204229000000002,0.044166035,0.022148878,0.044863815,0.021948624,0.044306995,0.024825998,0.023254263,0.022912764,8.851924,8.436896,0.027639005999999997,0.023918520000000002,8.437972,8.469394,0.023987238,0.024425436000000002,1694.000122,3045.891602,0.043473816,0.024852644,2385.000244,-0.014803084999999999,0.023120888,1
2020-06-02 15:03:00,1776.000122,0.028126709000000003,0.043719135,0.022111155,0.04367345,0.021944788,0.044236584,0.024807367,0.021950729,0.022846128,11.464935,7.722537,0.049996155,0.023643656,5.517616,7.753584,0.017829819,0.024212481,1710.000122,3309.65918,0.043833065,0.023201464,3879.0,-0.014803084999999999,0.023120995000000002,1
2020-06-02 15:08:00,39.000004,0.025099312000000002,0.042876835,0.022211739,0.041402187,0.021886696,0.044160934,0.024688607999999997,0.023056442,0.022756586,8.502576,8.484721,0.031912973000000004,0.023733194000000003,8.530108,8.517376,0.023135569,0.024115755,1694.000122,2963.176514,0.043203243,0.024740858,1791.000122,-0.014803084999999999,0.023026451,1
2020-06-02 15:09:00,1031.000122,0.024848379,0.042310242000000005,0.022251516,0.041071331,0.021854919,0.044063263,0.024632723,0.023087677,0.022579592000000002,9.244999,8.430514,0.030947686999999998,0.023674891,7.994897,8.439959,0.022333877999999998,0.024064169,1698.000122,3007.783447,0.042699795,0.024759489,2984.000244,-0.014803084999999999,0.022988527,1
2020-06-02 15:10:00,141.000015,0.025714506,0.042479686999999995,0.022167061000000002,0.04088409,0.021817307,0.043948681,0.024623411,0.022077751,0.022171455000000003,9.18006,8.122323,0.044379275999999995,0.023437506,7.542221,8.13745,0.019085455,0.023928934000000002,1702.000122,3208.287354,0.043591858000000004,0.023383118,1915.000122,-0.014803084999999999,0.022977234,1
2020-06-02 15:13:00,1336.000122,0.024528318,0.04268298,0.021983675,0.040806721000000004,0.021642761,0.043607773,0.024628067,0.022796152,0.02257126,9.663693,8.33866,0.034457645,0.023562445,7.646226,8.361201,0.021092813,0.023972662,1700.000122,2984.241943,0.043152008000000006,0.024510298,3353.0,-0.014803084999999999,0.023004432999999998,1
